Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
560019,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560050,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560019,Residential,Night,Low,No,No,Outer,Low,Unsafe
560019,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560028,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560019,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengluru-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560078,Commercial,Evening,Low,No,No,Outer,Low,Safe
560078,Commercial,Night,Low,No,No,Outer,Low,Safe
560078,Commercial,Morning,Low,No,No,Outer,Low,Safe
560078,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
karnaka-560078,Commercial,Night,Low,No,No,Outer,Low,Safe
560069,Commercial,Night,Low,No,No,Outer,Low,Safe
unknown,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
bsk 2nd stage b-70,Commercial,Night,Low,No,No,Outer,Low,Safe
bsk 2nd stage b-70,Commercial,Evening,Low,No,No,Outer,Low,Safe
unknown,Commercial,Evening,Low,No,No,Outer,Low,Safe
unknown,Commercial,Night,Low,No,No,Outer,Low,Safe
bengaluru city,Commercial,Evening,Low,No,No,Outer,Low,Safe
karnaka-560070,Commercial,Morning,Low,No,No,Outer,Low,Safe
unknown,Commercial,Morning,Low,No,No,Outer,Low,Safe
k r road to uttharahalli road kengeri forest bengaluru,Commercial,Morning,Low,No,No,Outer,Low,Safe
hosur road near nimhans hospital bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
opposite to r.v.teachers colege jayanagar 2nd block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near rani sarala devi college jayanagar 1st block bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near metro junction lalbhagh west ge bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
lakkasandra bus stop hosur road bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near ace fire service refilling center arekempanahalli jayanagar 1st block bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Safe
near andal tempel road jayanagar 2nd block bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
near mallige hospital auto stand jayanagar 1st block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near mallige hospital jayanagar 1st block bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near lakkasandra busstop hosur road bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Safe
2nd block jayanagar bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
2nd cross 2nd block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Safe
near lalbhagh hopkoms ge hosur road bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near ashoka pillar jayanagar1st block bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near madhavan park 1st block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near dairy circle hosur road bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
t.mariyappa road 1st block jayanagar bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near manthri pride appartment 1st block jayanagar bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
jayanagar 2nd block bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
near rani sarala devi college jayanagar 1st block bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
near madavan park jayanagar 1st block bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
2nd block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near indira canteen byrasandra 1st block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
vambe qtrs siddapura 1st block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Safe
near abcd park 1st block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
lalbhagh westge metro stion bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Safe
near kidwai hospital hosur road bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
near lakkasandra busstop hosur road bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near café cofee day ashoka pillar 2nd block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
nandakumar layout bengalore city,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
konannakunte cross bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
narayanna nagara temple dabble road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
konannakute hari nagar cross bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
subramanya nagar konannakunte bengalore city,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near pachamukki temple best clab road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
doddakalasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
harinagar bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
icic bank opp uttarahalli main road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
chikkalasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
srinivas takes opp tallakaies road chikkagowdanpalya bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
pp layout uttarahalli bengalore city,Commercial,Night,Low,No,No,Outer,Low,Safe
near lakshami temple valabhanagar bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
sharadha nagar pipeline road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
19th cross pp layout bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Safe
560061,Commercial,Night,Low,No,No,Outer,Low,Safe
bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Safe
bangalore.,Commercial,Night,Low,No,No,Outer,Low,Safe
bnagalore.,Commercial,Morning,Low,No,No,Outer,Low,Safe
anjanapura bangalore.,Commercial,Morning,Low,No,No,Outer,Low,Safe
bangalore.,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
talaghtapura banglore.,Commercial,Night,Low,No,No,Outer,Low,Safe
bangalore.,Commercial,Morning,Low,No,No,Outer,Low,Safe
bengaluru city,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru,Commercial,Night,Low,No,No,Outer,Low,Safe
talaghtapura bangalore.,Commercial,Night,Low,No,No,Outer,Low,Safe
bangalour.,Commercial,Evening,Low,No,No,Outer,Low,Safe
bangalore.,Commercial,Evening,Low,No,No,Outer,Low,Safe
bangalore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
10th cross rbi layout bangalore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
near beauty parlour bangalore,Commercial,Evening,Low,No,No,Outer,Low,Safe
chunchaghta main road bangalore-62,Commercial,Morning,Low,No,No,Outer,Low,Safe
tippu sultan circle jambusavari dinne main road bangalore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
8th main konanakunte bangalore,Commercial,Morning,Low,No,No,Outer,Low,Safe
bangalore,Commercial,Evening,Low,No,No,Outer,Low,Safe
chunchaghta main road bangalore,Commercial,Night,Low,No,No,Outer,Low,Safe
bangalore,Commercial,Night,Low,No,No,Outer,Low,Safe
gottigerebangalore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
gottigere bangalore,Commercial,Night,Low,No,No,Outer,Low,Safe
jambusavari dinne bangalore,Commercial,Evening,Low,No,No,Outer,Low,Safe
nice road junction bangalore,Commercial,Night,Low,No,No,Outer,Low,Safe
gottigere bangalore,Commercial,Morning,Low,No,No,Outer,Low,Safe
bengaluru city,Commercial,Night,Low,No,No,Outer,Low,Safe
bengaluru city,Commercial,Morning,Low,No,No,Outer,Low,Safe
karnaka,Commercial,Night,Low,No,No,Outer,Low,Safe
karnaka,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
kanakapura mian,Commercial,Evening,Low,No,No,Outer,Low,Safe
4th main ks layout,Commercial,Morning,Low,No,No,Outer,Low,Safe
16th cross ks layout,Commercial,Evening,Low,No,No,Outer,Low,Safe
teacher colony,Commercial,Morning,Low,No,No,Outer,Low,Safe
kadirena halli,Commercial,Evening,Low,No,No,Outer,Low,Safe
banglore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
iliyaz nagar,Commercial,Morning,Low,No,No,Outer,Low,Safe
kadirena halli cross,Commercial,Night,Low,No,No,Outer,Low,Safe
ks layout 1st stage,Commercial,Night,Low,No,No,Outer,Low,Safe
kanakapura mian,Commercial,Night,Low,No,No,Outer,Low,Safe
kanakapura main,Commercial,Evening,Low,No,No,Outer,Low,Safe
praghi pura,Commercial,Evening,Low,No,No,Outer,Low,Safe
kanakapura main,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
isro layout,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
nandini milk parlour iliyaz nagar.,Commercial,Evening,Low,No,No,Outer,Low,Safe
kanakapura main,Commercial,Morning,Low,No,No,Outer,Low,Safe
near om shakthi temple ks layout,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
kengeri,Commercial,Morning,Low,No,No,Outer,Low,Safe
sarakki ge,Commercial,Evening,Low,No,No,Outer,Low,Safe
kanakapura main,Commercial,Night,Low,No,No,Outer,Low,Safe
bagnlore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
b-85,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
560085,Commercial,Evening,Low,No,No,Outer,Low,Safe
560085,Commercial,Night,Low,No,No,Outer,Low,Safe
560085,Commercial,Morning,Low,No,No,Outer,Low,Safe
opp mohan bar girinagar bsk 3rd stage b-85,Commercial,Night,Low,No,No,Outer,Low,Safe
near ladies petrol bunk sri vidyanagar bsk 3rd stage b-85,Commercial,Evening,Low,No,No,Outer,Low,Safe
3rd cross 3rd block bsk 3rd stage b-85,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
560050,Commercial,Morning,Low,No,No,Outer,Low,Safe
karnaka,Commercial,Morning,Low,No,No,Outer,Low,Safe
shankarapura b'lore-04,Commercial,Morning,Low,No,No,Outer,Low,Safe
shankarapura b'lore-04,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
shankarapura b'lore-04,Commercial,Night,Low,No,No,Outer,Low,Safe
shankarmutt main road shankarapura b'lore-04,Commercial,Morning,Low,No,No,Outer,Low,Safe
b'lore-04,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Evening,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Night,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Night,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Evening,Low,No,No,Outer,Low,Safe
b-lore,Commercial,Morning,Low,No,No,Outer,Low,Safe
b-lre,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
560050,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
560019,Commercial,Night,Low,No,No,Outer,Low,Safe
560019,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
karnaka,Commercial,Evening,Low,No,No,Outer,Low,Safe
560050,Commercial,Night,Low,No,No,Outer,Low,Safe
chamarajpete b-18,Commercial,Evening,Low,No,No,Outer,Low,Safe
k g nagar b-19,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
chamaraj pete b-18,Commercial,Evening,Low,No,No,Outer,Low,Safe
near narayana swamy cercle k g nagar b-19,Commercial,Morning,Low,No,No,Outer,Low,Safe
chamaraj pete b-18,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
k gnagar b-19,Commercial,Evening,Low,No,No,Outer,Low,Safe
k g nagar b-19,Commercial,Evening,Low,No,No,Outer,Low,Safe
b-19,Commercial,Morning,Low,No,No,Outer,Low,Safe
bengluru-85,Commercial,Night,Low,No,No,Outer,Low,Safe
bengluru-85,Commercial,Evening,Low,No,No,Outer,Low,Safe
bengluru-85,Commercial,Afternoon,Low,No,No,Outer,Low,Safe
bengluru-85,Commercial,Morning,Low,No,No,Outer,Low,Safe
t.r.nagar,Commercial,Morning,Low,No,No,Outer,Low,Safe
c.t.bed. t.r.nagar,Commercial,Night,Low,No,No,Outer,Low,Safe
vidyapeeta circal,Commercial,Morning,Low,No,No,Outer,Low,Safe
jayanagar bangalore,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
8th block jayanagara bangalore,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
5th block jayanagar bangalore,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
8th block jayanagar bangalore,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
bangalore,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
4th t block jayanagara bangalore,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar 5th block bangalore,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar bangalore,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
jayanagar,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
8th block jayanagar,Commercial,Night,Low,No,No,Outer,Low,Unsafe
jayanagara 3rd block,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagara 8th block,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
3rd block jayanagar,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
jayanagar 3rd block,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
jayanagara 5th block,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar 4th t block,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
jayanagara 8th block,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagara,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
jayanagara,Commercial,Night,Low,No,No,Outer,Low,Unsafe
5th block jayanagar,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
8th block jayanagar,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
5th block jayanagar,Commercial,Night,Low,No,No,Outer,Low,Unsafe
4th t block jayanagar,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
8th block jayanagar,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
4th block jayanagar,Commercial,Night,Low,No,No,Outer,Low,Unsafe
jayanagara,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
4th t block jayanagar,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
between 16th & 18th main road4th t block jayanagar,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
7th block jayanagar,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
7th block jayanagar,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
jayanagar 4th block,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
basavanagudi,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
basvavangudi,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
vani vilasa fly over,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
basvanagudi,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
t r nagar,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
basavanagudi,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Commercial,Night,Low,No,No,Outer,Low,Unsafe
560078,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
560078,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
560078,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-560078,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
560076,Commercial,Night,Low,No,No,Outer,Low,Unsafe
3rd main junction bsk 2nd stage b-70,Commercial,Night,Low,No,No,Outer,Low,Unsafe
bsk 2nd stage b-70,Commercial,Night,Low,No,No,Outer,Low,Unsafe
kaveri nagar 9th main bsk 2nd stage b*70,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
b-85,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Commercial,Night,Low,No,No,Outer,Low,Unsafe
unknown,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
karnaka-560085,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
karnaka-560070towards,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
mountain street jayanagar 1st block bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
7th main byrasandra jayanagar 1st block bengaaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
near ashokapillar bus stop jayanagar 2nd block bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
near ashokapillar jayanagar 2nd block bengaluru.,Commercial,Night,Low,No,No,Outer,Low,Unsafe
4th main 1st block east jayanagar bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
2nd cross near guraman park jayanagar 2nd block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
rani sarala devi school behind jayanagar 1st block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
near apex bank 10th b main jayanagar 1st block bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
5th cross jayanagar 1st block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
near manthri garden appartment jayanagar 1st block bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
9th main jayanagar 2nd block bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
near ashoka pillar 2nd block jayanagar bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
10th b main 1st block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
near lakkasandra bus stop hosur road bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
near rani sarala devi school 1st block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
11th cross 2nd block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
mountain road 1st block jayanagar bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
lalbhagh lake lalbhagh bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
10th b main 1st block jayanagar bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
near west ge toilet inside of lalbhagh bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
near dairy circle iti college compound hosur road bengaluru.,Commercial,Evening,Low,No,No,Outer,Low,Unsafe
8th main 14th cross 2nd block jayanagar bengaluru.,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
near lalbhagh lake lalbhagh bengaluru.,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
hanam nagar chikkalasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
rayal lake prant jp nagar bengalore city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
b pura bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
p nagar uttarahalli,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
j.p nagar 7th phase bengalore,Commercial,Night,Low,No,No,Outer,Low,Unsafe
chikkalasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
srinidhi layout bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
bhcs layout uttarahalli bengalore city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
sheyas coloney j p nagar bengalore city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
p nagar bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
p nagar bengaluru city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
p nagar 7th cross bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
chikkalasandra subramanyapur bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
arehalli subramanyapur bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
konannakute bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
p nagar bengalore city,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
hanumagiri layout chikkasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
kumpu nagar doddakalasandra bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
maruthi layout vasantapur bengalore city,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
samrudhi enclave gowdanaplya bengalore city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
rice tredares chachagta main road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
p nagar 8th phase bengalore city,Commercial,Night,Low,No,No,Outer,Low,Unsafe
chuchagta main road bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
samrdhi layout gowdanpalya bengalore city,Commercial,Morning,Low,No,No,Outer,Low,Unsafe
muneswar layout uttarahalli bengalore city,Commercial,Afternoon,Low,No,No,Outer,Low,Unsafe
